Passenger1 ID;Passenger2 ID;Number of flights together
4988;3937;7
226;3157;7
10373;6447;7
1651;1617;7
6039;3544;7
2959;4025;7
4827;10095;7
10714;10796;7
4388;2717;7
8775;2973;7
2273;2295;7
5737;6084;7
10357;2258;7
4170;2065;7
8128;1747;7
5793;5708;7
6208;10024;7
6111;6114;7
9000;8956;7
1449;524;7
6858;6893;7
9738;9576;7
4451;7209;7
3361;5277;7
6897;6898;7
6071;2773;7
1747;11225;7
2255;2222;7
4627;5596;7
727;774;7
1447;3173;7
3913;2567;7
3152;204;7
4850;4876;7
1573;1955;7
5907;5919;7
13620;11198;7
9874;8158;7
364;1056;7
998;435;7
3177;18;7
7860;8775;7
7747;2544;7
362;2669;7
10196;2408;7
10313;10334;7
2790;1250;7
12323;5201;7
10727;10737;7
13638;13627;7
4689;4823;7
975;6097;7
915;2939;7
382;10778;7
6064;6016;7
2717;1482;7
8595;1218;7
4816;4675;7
8121;701;7
4249;5789;7
1849;191;7
3404;3492;7
1484;2789;7
4339;1666;7
2544;8519;7
6584;8257;7
8810;8871;7
2906;8190;7
4316;3544;7
5459;942;7
4272;1470;7
5002;953;7
484;3028;7
2485;5487;7
5283;4715;7
9586;3466;7
7898;4451;7
2427;977;7
7543;7550;7
2576;2570;7
3002;484;7
5443;6017;7
10322;10313;7
5977;5993;7
1389;281;7
5002;10112;7
670;3587;7
9331;9369;7
5544;9098;7
4042;5416;7
6016;6075;7
758;773;7
8684;3963;7
8165;1246;7
10701;10716;7
9634;9601;7
4052;4044;7
320;367;7
4364;2941;7
10576;7502;7
13669;13620;7
2378;2262;7
4069;1444;7
5966;5993;7
4053;2969;7
7656;11400;7
6039;4969;7
2458;2407;7
6084;2251;7
4611;4671;7
2441;2405;7
2511;2783;7
3370;1903;7
625;5482;7
1200;3965;7
5494;4607;7
42;5101;7
3117;1505;7
2912;2911;7
5495;5401;7
2773;2294;7
4017;4373;7
3090;8679;7
2719;3466;7
4052;4012;7
4353;4059;7
2600;3104;7
759;362;7
4053;407;7
10095;1860;7
10368;10325;7
4080;1666;7
5792;2556;7
8961;8441;7
8851;11276;7
7902;5653;7
4373;4339;7
2437;8574;7
1576;2699;7
3382;13900;7
9482;10110;7
7099;1591;7
13862;13819;7
4215;2303;7
1043;313;7
5482;3503;7
2354;7209;7
2294;2759;7
4364;1696;7
797;792;7
926;9505;7
4331;4398;7
716;364;7
9271;8006;7
9212;9252;7
1053;6418;7
910;993;7
5518;2504;7
6001;6016;7
2443;2485;7
255;275;7
2143;554;7
5490;6447;7
5777;5795;7
3286;3153;7
2939;8068;7
10536;9977;7
2175;2199;7
3123;3104;7
5683;4449;7
1013;1029;7
1378;3432;7
10128;9540;7
876;888;7
833;3302;7
9385;9331;7
11807;993;7
1933;1938;7
9994;8057;7
2152;2153;7
954;4090;7
5734;3120;7
6827;6878;7
6069;6827;7
7560;10785;7
3730;3772;7
9421;6208;7
5048;5076;7
3536;3571;7
4353;4066;7
5789;5423;7
1769;5007;7
10015;8684;7
7039;6750;7
7560;2231;7
10024;4827;7
4353;4395;7
2941;1323;7
356;5212;7
10024;10022;7
3343;10740;7
6855;2294;7
3975;3995;7
366;1056;7
3065;11897;7
4083;4013;7
2939;4339;7
7679;6548;7
9906;9954;7
1818;407;7
928;4399;7
4017;4309;7
5503;9066;7
2588;7099;7
4034;4451;7
8190;3418;7
2723;529;7
1371;915;7
7902;7983;7
4034;382;7
8995;8979;7
6001;6047;7
9258;9223;7
11183;11136;7
8037;3590;7
2570;2567;7
8556;5101;7
8037;6418;7
3117;8596;7
652;3148;7
5922;5978;7
901;95;7
2867;4042;7
6338;1733;7
4025;4052;7
4012;2789;7
6930;6908;7
4066;1696;7
1452;1423;7
2734;959;7
855;9258;7
8209;1646;7
3837;7373;7
3650;5867;7
13365;10802;7
2108;4823;7
5966;6827;7
4353;1465;7
5731;5779;7
6039;6096;7
13571;9994;7
12508;12574;7
7602;7662;7
2972;2912;7
356;7099;7
744;794;7
7600;7568;7
1966;4070;7
3544;2773;7
2489;4781;7
1001;760;7
3330;625;7
9653;7995;7
2905;2972;7
5021;10767;7
6077;6049;7
3090;6113;7
12323;712;7
2427;2467;7
231;271;7
6571;10057;7
4072;4035;7
477;959;7
187;5572;7
4090;4069;7
4983;6418;7
4823;6053;7
4673;4645;7
913;979;7
1246;5812;7
8960;8983;7
360;362;7
366;3493;7
2912;2905;7
2901;2325;7
8427;3970;7
4053;2717;7
5789;5766;7
11225;11280;7
374;1053;7
1598;1576;7
2973;3278;7
827;806;7
5885;1994;7
2959;1314;7
4044;4025;7
10371;10322;7
749;751;7
2155;2185;7
8964;2385;7
272;3405;7
9649;9610;7
6478;9598;7
2964;12323;7
366;1053;7
4395;4309;7
979;940;7
6729;392;7
3837;7747;7
1484;1666;7
12813;12815;7
871;10837;7
10397;10334;7
1378;5696;7
6017;6069;7
2024;2354;7
366;1095;7
10107;3741;7
5092;5076;7
2108;6053;7
2458;2498;7
4407;3561;7
2501;5922;7
1860;4917;7
751;1023;7
2783;915;7
2325;2910;7
9466;9410;7
2201;3090;7
4066;1464;7
2446;2486;7
8514;7834;7
8299;4632;7
183;8446;7
1343;5055;7
1012;3967;7
677;605;7
1014;1576;7
3576;4316;7
6729;9645;7
2447;2492;7
10449;10465;7
751;368;7
12299;3910;7
889;874;7
320;311;7
9592;9575;7
8158;3418;7
2672;2669;7
292;3440;7
6478;6453;7
1095;4711;7
6016;6096;7
5443;3576;7
9620;4449;7
11885;11868;7
736;1041;7
1034;2780;7
9688;8704;7
8584;3078;7
4209;4441;7
5771;2993;7
8137;8171;7
6321;3242;7
5596;5787;7
2759;3544;7
8190;7685;7
7575;7543;7
8271;9445;7
5479;5466;7
3405;3734;7
3837;4846;7
1423;1451;7
1321;1342;7
13215;9252;7
5771;5769;7
4135;1735;7
398;10389;7
10758;2097;7
1482;2759;7
7593;8196;7
3598;3579;7
2949;1351;7
7671;8399;7
9532;2030;7
8007;5668;7
4080;4316;7
6848;6884;7
5522;7560;7
6805;7810;7
2743;1332;7
2279;2223;7
712;773;7
7172;7120;7
5416;5490;7
2223;2212;7
1666;2759;7
11353;11290;7
7526;6181;7
5448;5423;7
2964;2588;7
8073;8089;7
2236;2223;7
997;3120;7
4082;4089;7
4412;2294;7
10785;10701;7
8257;5612;7
760;1053;7
213;222;7
1240;10767;7
399;304;7
3461;3440;7
8093;6447;7
6001;6071;7
8030;10203;7
5423;5668;7
10465;6084;7
6063;3576;7
6783;1678;7
8149;942;7
2277;1413;7
1984;169;7
1715;392;7
5911;5787;7
3149;3658;7
4353;4013;7
8584;6113;7
8552;6733;7
1246;9063;7
4682;446;7
732;3477;7
750;795;7
10368;3278;7
768;791;7
8729;8262;7
1025;355;7
9751;9770;7
92;9069;7
8579;10758;7
2935;2212;7
4972;2685;7
2199;2197;7
1314;1818;7
1484;4399;7
5212;1591;7
1696;4009;7
10095;10015;7
6064;6047;7
12841;8025;7
3787;3702;7
7463;7433;7
2939;5423;7
5423;5478;7
5546;9069;7
9366;9340;7
9703;9777;7
4388;2867;7
2408;4450;7
3093;7868;7
391;1651;7
6061;6084;7
10764;7560;7
7064;6258;7
5498;1484;7
4042;4066;7
3104;266;7
6591;12323;7
374;1056;7
4316;1371;7
7605;625;7
2260;2264;7
2610;1826;7
7898;1715;7
4082;3385;7
2699;2600;7
4364;7579;7
3651;3694;7
4969;6855;7
2345;8729;7
6063;6001;7
5482;2857;7
1822;10716;7
248;274;7
1240;4070;7
1023;724;7
293;1287;7
7866;7082;7
939;957;7
2273;2223;7
6532;9749;7
9505;9507;7
2851;269;7
9282;7162;7
4399;2717;7
10714;4451;7
997;2734;7
4017;4044;7
8461;5795;7
2510;2568;7
9324;1955;7
8754;8758;7
5800;5978;7
211;223;7
4700;4690;7
6047;5494;7
4309;4059;7
716;1001;7
72;3629;7
9994;7099;7
4399;4373;7
6001;6075;7
795;727;7
4713;4737;7
9562;9598;7
3169;4421;7
7898;5503;7
1482;1696;7
3503;1635;7
3286;5546;7
3930;1078;7
10368;8961;7
731;727;7
679;603;7
975;2906;7
3493;752;7
3503;7082;7
3235;2826;7
2090;5503;7
2437;1240;7
3432;2489;7
9493;4827;7
4388;975;7
9777;10536;7
8684;8656;7
9645;2945;7
7605;7872;7
1617;3963;7
4353;4339;7
9055;6548;7
3157;624;7
10702;382;7
7076;7098;7
2345;8262;7
2223;2295;7
4025;4011;7
9833;8501;7
6418;8093;7
730;706;7
690;3117;7
5731;3024;7
8165;8114;7
2437;2427;7
6707;8158;7
1591;13249;7
7560;10767;7
9376;10267;7
5499;5448;7
9359;9331;7
2281;2264;7
5491;4674;7
1747;10089;7
10858;9252;7
724;368;7
6409;8594;7
7162;3589;7
1830;2709;7
10067;712;7
7679;10017;7
10796;10719;7
4609;3920;7
7476;7433;7
3665;993;7
3609;165;7
4092;4046;7
2573;2554;7
2967;1437;7
9942;11858;7
2734;1817;7
4982;5497;7
2581;4496;7
3123;3146;7
9511;9501;7
7605;95;7
1752;1796;7
6962;6972;7
10322;2857;7
701;1053;7
4335;4082;7
5319;5333;7
2780;5800;7
255;215;7
3147;1160;7
7507;10975;7
7605;901;7
10716;4451;7
4364;4353;7
2573;2570;7
8684;10024;7
2174;2108;7
1598;2655;7
6069;5440;7
7725;10435;7
9700;9645;7
953;7381;7
7327;12582;7
1696;4012;7
258;8006;7
9874;7505;7
364;760;7
2699;1014;7
3188;1053;7
10727;10731;7
6075;6069;7
1314;2783;7
10806;10899;7
8584;9271;7
2012;2090;7
1381;1328;7
4034;1715;7
4057;4010;7
7039;7872;7
4125;5073;7
2941;5499;7
5411;5423;7
11883;1966;7
5989;6418;7
6138;9777;7
764;797;7
11332;11370;7
9482;9822;7
2759;6017;7
4897;3101;7
10509;10550;7
5766;1569;7
5668;6242;7
6047;4607;7
2867;1464;7
5989;2939;7
2464;2460;7
8194;4584;7
215;248;7
2926;1208;7
3177;4627;7
9404;11368;7
10786;4034;7
5458;1696;7
4990;6069;7
4009;4025;7
451;2571;7
13249;13221;7
2345;6560;7
4025;4066;7
8167;8119;7
10357;10338;7
202;1769;7
1007;1044;7
6478;6474;7
7810;92;7
1064;4217;7
4388;1484;7
677;659;7
210;8912;7
9049;9058;7
4056;5016;7
1479;1498;7
12947;12948;7
10322;10349;7
4656;4903;7
9066;382;7
5954;5993;7
9359;1747;7
9540;7162;7
9700;5330;7
4285;4554;7
3405;701;7
3507;3597;7
8289;7039;7
14011;14060;7
5069;5095;7
13160;11290;7
1967;1956;7
4042;928;7
9247;137;7
2408;2433;7
6927;6930;7
2776;1818;7
4353;2759;7
2201;6447;7
4066;4059;7
2264;2288;7
6047;4674;7
4013;4066;7
4013;4316;7
10089;10015;7
1917;1933;7
1053;1244;7
4084;4092;7
556;3677;7
727;778;7
3979;4178;7
2789;2867;7
8190;625;7
3093;1677;7
6064;2759;7
4412;3576;7
2857;3503;7
556;9063;7
10796;10764;7
5668;8411;7
5423;5486;7
1572;4430;7
758;1053;7
4373;4016;7
1982;9620;7
2910;2985;7
4013;4009;7
10371;4552;7
4209;2910;7
6733;5201;7
3576;6064;7
2182;652;7
299;275;7
4376;4377;7
4034;6729;7
2941;1337;7
4903;4609;7
5212;13571;7
4285;4945;7
8045;6036;7
5757;12244;7
281;6441;7
9068;258;7
3021;258;7
1538;1046;7
395;354;7
4707;10975;7
183;9540;7
8197;6289;7
3405;4037;7
5484;5490;7
2963;2273;7
8562;9271;7
1753;5240;7
1772;12582;7
366;727;7
4707;8595;7
3405;6931;7
5212;9994;7
827;889;7
9761;4359;7
1662;443;7
10350;9258;7
8348;10812;7
3002;174;7
167;9258;7
7898;4820;7
11073;11027;7
2906;7662;7
1337;4395;7
3029;4496;7
5456;5468;7
3642;6937;7
4584;5016;7
774;2074;7
4646;2509;7
14069;14087;7
8995;8983;7
5464;2867;7
1884;3576;7
10653;2844;7
9924;10104;7
11225;1860;7
7605;3093;7
4412;1884;7
1035;378;7
3104;3162;7
10753;482;7
2354;8260;7
8521;8544;7
2964;11211;7
6071;6039;7
382;376;7
11183;11175;7
7899;5080;7
724;1001;7
1023;1025;7
8348;9152;7
4044;4013;7
2251;9856;7
7082;1208;7
3544;1884;7
9600;6591;7
3180;3104;7
9227;8838;7
1343;4359;7
13296;13221;7
1464;1818;7
7662;3503;7
8073;8007;7
482;5710;7
4042;4083;7
2231;382;7
8584;8679;7
4010;7679;7
5423;4395;7
5484;5416;7
288;2185;7
7191;627;7
4607;4682;7
1678;1246;7
9522;2201;7
5416;2969;7
2429;2404;7
7560;1849;7
2926;5789;7
2640;2690;7
8566;9340;7
3122;3193;7
1484;4316;7
5100;1447;7
2072;2062;7
148;174;7
6071;6075;7
1464;2759;7
8775;8363;7
4942;3544;7
1099;11326;7
3039;3019;7
6447;1677;7
1762;8912;7
11126;3862;7
8257;3090;7
9366;926;7
8158;8190;7
2485;2497;7
2728;2792;7
3120;959;7
2354;8729;7
1938;1917;7
10799;4774;7
53;2075;7
9522;9598;7
2773;2717;7
2178;2153;7
231;230;7
7801;1562;7
2769;2743;7
930;1337;7
4399;4309;7
95;2906;7
740;368;7
3998;3937;7
7662;3330;7
11965;11923;7
13620;8664;7
1371;4042;7
10796;10716;7
8350;7508;7
10397;10322;7
2054;628;7
2294;6039;7
5498;1337;7
3503;5423;7
9068;8519;7
8808;8609;7
5997;5978;7
3432;8424;7
210;1762;7
5370;5333;7
732;1053;7
3937;3670;7
9441;4707;7
6001;5769;7
1023;760;7
4016;4011;7
5927;1608;7
4687;12146;7
6515;5238;7
615;211;7
2201;3117;7
364;724;7
2500;172;7
2295;2279;7
792;764;7
2464;2478;7
2702;9177;7
4674;6064;7
5509;7872;7
446;926;7
4338;8251;7
2789;1818;7
6447;1244;7
183;7721;7
11938;11922;7
10796;10702;7
7744;4854;7
4628;4609;7
280;254;7
6591;5009;7
3576;4990;7
2941;1371;7
4737;6208;7
135;2068;7
1371;4399;7
10690;870;7
5482;4249;7
1666;1482;7
2504;9924;7
628;12600;7
6730;3925;7
3380;3367;7
5748;10024;7
6096;6064;7
2406;2404;7
13564;712;7
701;364;7
8684;5748;7
1244;732;7
9513;8511;7
5096;6776;7
8006;8257;7
4627;5819;7
4395;2759;7
8146;1544;7
6855;6809;7
9862;7832;7
6084;1078;7
7560;4820;7
4337;4318;7
4011;4042;7
1389;2857;7
1475;6447;7
620;8644;7
6879;6860;7
8995;8960;7
10576;10644;7
6096;6069;7
5456;4339;7
2354;2945;7
2511;2789;7
2759;1818;7
4300;4205;7
855;3589;7
6857;6725;7
5432;5426;7
1591;13296;7
255;293;7
366;1001;7
10357;3513;7
5867;3172;7
4451;5093;7
6507;6338;7
374;1001;7
274;293;7
9441;1218;7
873;809;7
2655;1576;7
4774;2024;7
993;1351;7
9540;8810;7
7859;8835;7
8591;8803;7
1246;11275;7
355;334;7
1343;6013;7
3286;2068;7
11914;11965;7
2231;4451;7
750;749;7
8165;1343;7
4412;4969;7
9331;9395;7
4904;4700;7
709;730;7
4336;4728;7
1817;3120;7
2294;4942;7
6001;4990;7
8684;83;7
8983;4034;7
7685;7662;7
8579;1678;7
247;1053;7
6447;10352;7
5866;5962;7
8684;9359;7
17;2857;7
4689;6053;7
1696;4339;7
2759;4969;7
8268;2861;7
1677;8363;7
1554;2088;7
2926;10396;7
2268;2264;7
484;174;7
1429;7590;7
993;905;7
2295;2212;7
3772;3746;7
10371;10334;7
211;5737;7
316;383;7
6930;6956;7
2024;8729;7
1849;2231;7
3670;3295;7
4674;4412;7
1002;376;7
7593;11571;7
10067;183;7
3237;3443;7
8289;8190;7
1747;4917;7
3477;3188;7
7810;7643;7
1013;1031;7
6896;6069;7
4816;11225;7
5499;5432;7
5795;1613;7
1591;5111;7
7507;1464;7
8562;8006;7
1586;1572;7
749;381;7
2268;2281;7
2153;218;7
13492;2068;7
1035;1026;7
2068;2454;7
6855;6825;7
5643;12506;7
6437;12906;7
4025;2717;7
2781;2792;7
5530;5560;7
6039;3576;7
4042;2511;7
12195;9956;7
4046;4057;7
8471;8045;7
8093;8073;7
2024;9645;7
183;10248;7
4053;4044;7
5490;8037;7
4080;2941;7
1321;9977;7
10796;10785;7
9282;9522;7
8556;6733;7
1464;4339;7
2570;2539;7
9645;191;7
13636;1651;7
2294;1865;7
2684;7624;7
3544;5443;7
3880;13731;7
4059;4053;7
2412;2485;7
6077;6017;7
5443;6064;7
8326;8373;7
2511;1464;7
7560;10702;7
7820;6813;7
5544;4552;7
7347;7727;7
5015;5073;7
8424;5696;7
7835;8355;7
11171;10130;7
731;1043;7
4025;4083;7
1447;4209;7
3278;6750;7
1865;1808;7
1646;8353;7
2150;7640;7
5942;9755;7
2759;6047;7
10352;10394;7
8209;7866;7
3618;382;7
7575;7550;7
1747;10022;7
5431;5429;7
7605;3330;7
873;821;7
1413;10497;7
13296;5101;7
3576;4942;7
5793;1608;7
859;822;7
5478;5498;7
5962;2516;7
12899;12841;7
381;364;7
731;758;7
1966;8406;7
2178;2152;7
7560;4034;7
7866;1677;7
392;362;7
61;148;7
4395;4373;7
3503;8158;7
5463;5459;7
13221;13272;7
6077;6071;7
8584;8519;7
2112;2106;7
95;3735;7
2484;2496;7
6039;6047;7
2759;2773;7
6585;3293;7
8213;8245;7
7721;712;7
4550;7645;7
5761;5771;7
7718;419;7
1381;58;7
2068;8501;7
4012;4316;7
10795;4791;7
4749;2185;7
9659;6987;7
1884;1808;7
1677;2906;7
10576;8679;7
928;4388;7
9057;9068;7
5096;1966;7
5443;2294;7
7395;13657;7
3920;4593;7
8037;5789;7
758;724;7
9063;8165;7
468;4854;7
740;1023;7
2437;2325;7
6047;3576;7
9410;9441;7
8803;5538;7
2783;1666;7
797;755;7
10322;1389;7
4321;732;7
3330;8190;7
2068;9833;7
761;797;7
4852;4329;7
10396;10371;7
10334;10349;7
355;392;7
4364;4337;7
8289;7082;7
9066;1715;7
1772;7209;7
368;3491;7
2759;4388;7
6010;5456;7
1865;4412;7
5416;5468;7
4364;4373;7
1673;9127;7
5738;1326;7
5725;5741;7
286;763;7
3238;8671;7
5096;6777;7
5111;42;7
5867;2323;7
95;1635;7
2532;4217;7
5101;7661;7
760;8121;7
9777;3243;7
3618;7560;7
5812;592;7
5866;821;7
3663;3611;7
8609;8624;7
6208;8684;7
11098;5596;7
2090;61;7
9294;1115;7
5733;5719;7
435;1563;7
9253;8831;7
6987;6548;7
6077;6064;7
2511;4395;7
1432;901;7
2588;6591;7
2783;1696;7
2717;1818;7
4053;4083;7
5789;7820;7
13560;13557;7
4066;2941;7
1001;740;7
8190;901;7
6560;2945;7
2886;8037;7
7506;5942;7
281;1504;7
594;574;7
5411;7866;7
3998;2544;7
2743;2905;7
8196;11571;7
764;762;7
3655;3661;7
8810;12323;7
7605;3503;7
205;606;7
1831;5812;7
4876;10238;7
7662;6813;7
1822;3064;7
4816;8871;7
4778;4650;7
2550;4209;7
4593;4523;7
8562;8519;7
3077;8024;7
2569;394;7
5414;5436;7
1276;4494;7
6071;6063;7
9645;7209;7
2000;1966;7
2528;2595;7
11074;2378;7
9634;300;7
6323;5007;7
6050;9988;7
1064;736;7
10024;11280;7
2489;7076;7
6338;5332;7
741;10767;7
6800;12531;7
5596;6773;7
712;13221;7
299;205;7
3544;6063;7
4364;2783;7
8289;1646;7
652;4217;7
3967;3911;7
9098;3802;7
7327;7002;7
6063;2294;7
9703;7853;7
7866;7039;7
1586;1548;7
3104;211;7
6813;8209;7
10394;10083;7
2867;2783;7
3544;1865;7
11099;13620;7
928;1314;7
10440;10409;7
5509;7662;7
2968;2969;7
1276;5416;7
3187;497;7
4139;2982;7
5769;5966;7
1393;1356;7
4053;4080;7
9645;2231;7
2518;3608;7
4700;4395;7
805;822;7
8729;4774;7
928;4395;7
1378;6522;7
2068;7243;7
4121;3275;7
2288;2268;7
8729;2945;7
1635;5789;7
6987;10017;7
75;1966;7
8068;2886;7
1250;613;7
9777;9758;7
9874;10325;7
4632;5450;7
1849;9014;7
6447;3117;7
2492;3173;7
9282;10833;7
3278;8289;7
4040;4032;7
9540;712;7
8258;1723;7
374;1095;7
10737;10731;7
5954;5798;7
9810;4881;7
6810;3275;7
11572;8552;7
3453;494;7
5432;5414;7
6956;6908;7
11472;11946;7
1298;1243;7
3293;2088;7
4217;4223;7
2912;2988;7
2231;4435;7
930;2969;7
2117;2108;7
2773;3576;7
7872;5411;7
10368;2482;7
5495;5419;7
4395;2717;7
6160;2601;7
10714;7560;7
3180;3169;7
4309;4052;7
13163;8556;7
2969;1314;7
2345;8260;7
10022;1860;7
3576;5481;7
7560;7898;7
4080;4017;7
2469;2500;7
2223;3554;7
7679;6987;7
5100;4209;7
5686;3226;7
3837;9271;7
2789;4011;7
10024;10095;7
6159;2516;7
7288;11099;7
731;309;7
6063;5443;7
8729;1637;7
6001;6077;7
5522;4034;7
4092;866;7
9171;9653;7
7429;6548;7
4309;4316;7
6750;8158;7
3488;9636;7
5330;392;7
7118;5012;7
5482;3418;7
2886;8411;7
6001;6017;7
2272;187;7
4059;4011;7
2573;2567;7
6063;6077;7
4011;4017;7
7418;6689;7
9997;75;7
3576;1865;7
382;10716;7
5370;5319;7
6039;5481;7
1972;2035;7
8232;8202;7
205;3180;7
2869;3015;7
6668;6622;7
3637;165;7
3356;5546;7
7662;7820;7
407;1696;7
8006;3078;7
3576;5491;7
3544;5481;7
751;1001;7
1164;9063;7
9766;4541;7
4052;4353;7
809;826;7
11211;8810;7
4364;4395;7
6084;6060;7
3851;4318;7
1246;5459;7
4017;4012;7
1482;2789;7
773;727;7
760;761;7
3184;3149;7
4316;4016;7
2548;13571;7
9856;8258;7
9992;9988;7
4016;4053;7
8461;8089;7
4283;92;7
712;758;7
10702;10701;7
3357;239;7
4541;10128;7
4316;975;7
10767;10701;7
1940;663;7
479;3090;7
428;4660;7
6729;1849;7
8411;4627;7
6069;5966;7
8262;2354;7
4514;1218;7
6013;8445;7
368;701;7
2569;468;7
4412;4990;7
8068;6418;7
848;7696;7
4042;1337;7
11142;11114;7
7319;8704;7
10833;167;7
3491;3402;7
12248;12244;7
6870;4969;7
4655;4645;7
3278;7872;7
311;344;7
6809;5481;7
3837;2544;7
9676;9665;7
4053;2759;7
11035;7653;7
6729;9066;7
2134;2271;7
11450;5380;7
5458;5479;7
1283;1296;7
5744;2734;7
3286;7243;7
2325;2335;7
8979;8960;7
2747;3368;7
184;3120;7
4309;4364;7
10397;10313;7
5964;5977;7
11368;157;7
9645;5522;7
6896;6878;7
1417;8590;7
1045;734;7
1884;5494;7
5989;5949;7
5074;5073;7
4990;2294;7
3589;3537;7
2576;2539;7
6077;6039;7
8037;2939;7
625;1208;7
5443;4674;7
1034;1608;7
7220;10396;7
1666;4364;7
7872;2776;7
5538;10850;7
183;12323;7
9298;9201;7
352;383;7
4017;4025;7
3123;688;7
2926;8353;7
7243;4552;7
6836;6896;7
10022;10015;7
2941;4011;7
3587;2068;7
1849;1818;7
1963;1943;7
3536;3519;7
1506;3916;7
2511;1482;7
6832;6889;7
683;5377;7
649;3493;7
6047;6075;7
3093;3278;7
4052;4009;7
11923;11939;7
4451;10767;7
8871;12298;7
5212;2548;7
8485;8411;7
6064;6049;7
2378;11046;7
2937;2975;7
5401;5421;7
4737;5653;7
2480;2426;7
5021;2437;7
701;1001;7
8403;8485;7
11930;11923;7
751;1095;7
5100;2550;7
3889;9355;7
1587;3930;7
6853;6825;7
293;215;7
8402;8485;7
275;606;7
2857;9101;7
5491;3544;7
11214;11239;7
10368;2973;7
1643;2596;7
6049;6017;7
10334;10396;7
6071;6096;7
10328;10331;7
4502;4586;7
7679;7677;7
6020;2886;7
191;392;7
10112;10862;7
2498;2437;7
5766;5911;7
2857;3278;7
1287;1247;7
5977;5769;7
5964;5966;7
5459;3677;7
10353;10327;7
147;4178;7
7605;7602;7
10043;11214;7
10714;382;7
4009;2939;7
6096;6047;7
5466;5435;7
6447;3477;7
4020;4057;7
2185;1218;7
4066;4052;7
4444;1782;7
1043;308;7
2996;2965;7
7433;5978;7
2965;2935;7
4827;3880;7
1484;1696;7
4945;8851;7
374;2635;7
2024;8260;7
751;1053;7
11111;11137;7
10764;382;7
624;2030;7
10701;10764;7
915;2969;7
1651;11559;7
4329;4377;7
773;755;7
6560;4820;7
8190;8132;7
2478;2460;7
5683;9619;7
92;1189;7
1042;1095;7
2392;7418;7
1464;407;7
3174;366;7
4674;6017;7
7076;1378;7
4212;4300;7
497;3028;7
6813;1635;7
8579;2068;7
10938;2588;7
6043;7611;7
5977;6827;7
8149;8117;7
1812;10795;7
5101;8552;7
2620;5912;7
8045;1493;7
3343;4319;7
3519;8197;7
311;380;7
792;762;7
1860;1747;7
2759;6063;7
2906;1635;7
2700;752;7
9466;10767;7
763;368;7
371;5530;7
631;3385;7
446;9505;7
6030;9049;7
3509;1347;7
1023;763;7
2279;2236;7
6084;4715;7
3175;8960;7
8057;13571;7
1095;740;7
6047;6077;7
5411;4468;7
3120;5771;7
4170;3021;7
3777;3642;7
1871;1872;7
7507;11275;7
511;10539;7
11158;11136;7
7872;5423;7
611;11483;7
1013;324;7
9280;1947;7
3889;8529;7
6096;6001;7
10216;10212;7
4053;4011;7
3576;6017;7
3418;8411;7
9992;1030;7
7099;2548;7
288;631;7
2294;4607;7
2719;9968;7
3123;215;7
9340;8078;7
8983;8969;7
2717;1464;7
930;2959;7
2185;7068;7
4031;1974;7
8732;2861;7
5944;2786;7
4235;269;7
6049;6069;7
3930;6860;7
13405;13416;7
5333;5310;7
1288;2802;7
4047;6591;7
3503;6447;7
1982;1963;7
3162;255;7
5240;4972;7
11914;11930;7
381;378;7
3476;3493;7
8562;479;7
2773;4412;7
8057;7099;7
727;374;7
4249;1208;7
1078;2926;7
4774;2945;7
2960;398;7
8420;6344;7
7327;9653;7
4514;8542;7
4395;1371;7
4316;4674;7
1631;4444;7
6050;6823;7
3551;1263;7
2674;1576;7
274;211;7
215;205;7
7082;6813;7
9994;9540;7
8165;5459;7
3141;3149;7
6294;7820;7
10409;10449;7
4170;3090;7
6075;6064;7
8209;3590;7
5724;5734;7
6903;6993;7
556;11275;7
10371;10349;7
8965;8920;7
2457;3677;7
3548;4407;7
3180;529;7
10365;10512;7
5100;4441;7
8368;4675;7
8007;5795;7
8277;6084;7
5101;1289;7
930;1818;7
4364;8194;7
6548;10017;7
11883;6777;7
4194;3106;7
2789;4339;7
4344;2905;7
7919;4056;7
5440;4373;7
5448;5426;7
4264;4656;7
1338;816;7
7820;3330;7
2090;148;7
2544;4641;7
8211;954;7
773;749;7
3284;3242;7
366;1023;7
4675;1747;7
961;913;7
8353;3590;7
7209;7560;7
650;215;7
4553;4852;7
6882;10573;7
4016;4353;7
8424;7076;7
3432;5696;7
10701;10778;7
5575;9500;7
6560;1715;7
2857;1208;7
4917;5748;7
1801;1819;7
9077;7593;7
763;3440;7
4083;4059;7
8557;2728;7
4412;4942;7
5429;5404;7
4052;4373;7
7039;8209;7
791;706;7
7866;8353;7
10368;10346;7
5459;1678;7
11939;11930;7
8927;1609;7
14082;14087;7
8093;4627;7
5789;8209;7
1013;364;7
8803;10110;7
4025;4012;7
4269;4217;7
2886;1569;7
6064;3544;7
8260;2945;7
2969;5120;7
8167;4746;7
2759;1696;7
10346;8961;7
11158;11180;7
9991;9247;7
6987;4010;7
3911;3971;7
10326;4774;7
11275;8165;7
8190;4249;7
6039;4674;7
1033;1064;7
4700;5490;7
1314;2941;7
2323;9769;7
4395;6020;7
6039;6049;7
7877;13215;7
5748;9421;7
3278;7082;7
1023;701;7
8158;4468;7
8299;9977;7
11807;3665;7
1053;740;7
762;797;7
10796;10767;7
5795;5989;7
7746;7770;7
183;712;7
8411;6813;7
477;997;7
915;1337;7
477;5491;7
7919;9777;7
4451;10778;7
